Date,Hour,Minute,count,ServerTime,RFStatus
2018-04-23,0,34,2,2018-04-23 00:34:00,RF
2018-04-23,0,37,3,2018-04-23 00:37:00,RF
2018-04-23,0,42,3,2018-04-23 00:42:00,RF
2018-04-23,0,44,1,2018-04-23 00:44:00,RF
2018-04-23,0,53,3,2018-04-23 00:53:00,RF
2018-04-23,0,54,2,2018-04-23 00:54:00,RF
2018-04-23,1,4,2,2018-04-23 01:04:00,RF
2018-04-23,1,5,2,2018-04-23 01:05:00,RF
2018-04-23,1,15,4,2018-04-23 01:15:00,RF
2018-04-23,1,25,2,2018-04-23 01:25:00,RF
2018-04-23,1,26,3,2018-04-23 01:26:00,RF
2018-04-23,1,35,3,2018-04-23 01:35:00,RF
2018-04-23,1,37,3,2018-04-23 01:37:00,RF
2018-04-23,1,39,3,2018-04-23 01:39:00,RF
2018-04-23,1,46,2,2018-04-23 01:46:00,RF
2018-04-23,1,48,4,2018-04-23 01:48:00,RF
2018-04-23,1,56,2,2018-04-23 01:56:00,RF
2018-04-23,1,59,4,2018-04-23 01:59:00,RF
2018-04-23,2,6,2,2018-04-23 02:06:00,RF
2018-04-23,2,10,3,2018-04-23 02:10:00,RF
2018-04-23,2,16,2,2018-04-23 02:16:00,RF
2018-04-23,2,20,3,2018-04-23 02:20:00,RF
2018-04-23,2,26,2,2018-04-23 02:26:00,RF
2018-04-23,2,31,4,2018-04-23 02:31:00,RF
2018-04-23,2,37,3,2018-04-23 02:37:00,RF
2018-04-23,2,40,3,2018-04-23 02:40:00,RF
2018-04-23,2,42,3,2018-04-23 02:42:00,RF
2018-04-23,2,47,2,2018-04-23 02:47:00,RF
2018-04-23,2,53,3,2018-04-23 02:53:00,RF
2018-04-23,2,57,2,2018-04-23 02:57:00,RF
2018-04-23,3,4,3,2018-04-23 03:04:00,RF
2018-04-23,3,7,3,2018-04-23 03:07:00,RF
2018-04-23,3,15,4,2018-04-23 03:15:00,RF
2018-04-23,3,18,3,2018-04-23 03:18:00,RF
2018-04-23,3,26,3,2018-04-23 03:26:00,RF
2018-04-23,3,28,2,2018-04-23 03:28:00,RF
2018-04-23,3,37,3,2018-04-23 03:37:00,RF
2018-04-23,3,38,3,2018-04-23 03:38:00,RF
2018-04-23,3,41,3,2018-04-23 03:41:00,RF
2018-04-23,3,48,5,2018-04-23 03:48:00,RF
2018-04-23,3,58,3,2018-04-23 03:58:00,RF
2018-04-23,3,59,3,2018-04-23 03:59:00,RF
2018-04-23,4,9,3,2018-04-23 04:09:00,RF
2018-04-23,4,10,3,2018-04-23 04:10:00,RF
2018-04-23,4,19,3,2018-04-23 04:19:00,RF
2018-04-23,4,21,3,2018-04-23 04:21:00,RF
2018-04-23,4,29,3,2018-04-23 04:29:00,RF
2018-04-23,4,32,4,2018-04-23 04:32:00,RF
2018-04-23,4,39,2,2018-04-23 04:39:00,RF
2018-04-23,4,42,3,2018-04-23 04:42:00,RF
2018-04-23,4,43,3,2018-04-23 04:43:00,RF
2018-04-23,4,50,2,2018-04-23 04:50:00,RF
2018-04-23,4,54,3,2018-04-23 04:54:00,RF
2018-04-23,5,0,3,2018-04-23 05:00:00,RF
2018-04-23,5,5,3,2018-04-23 05:05:00,RF
2018-04-23,5,10,3,2018-04-23 05:10:00,RF
2018-04-23,5,16,3,2018-04-23 05:16:00,RF
2018-04-23,5,20,1,2018-04-23 05:20:00,RF
2018-04-23,5,27,4,2018-04-23 05:27:00,RF
2018-04-23,5,30,1,2018-04-23 05:30:00,RF
2018-04-23,5,38,3,2018-04-23 05:38:00,RF
2018-04-23,5,41,2,2018-04-23 05:41:00,RF
2018-04-23,5,44,3,2018-04-23 05:44:00,RF
2018-04-23,5,49,3,2018-04-23 05:49:00,RF
2018-04-23,5,51,2,2018-04-23 05:51:00,RF
2018-04-23,6,0,3,2018-04-23 06:00:00,RF
2018-04-23,6,1,2,2018-04-23 06:01:00,RF
2018-04-23,6,11,5,2018-04-23 06:11:00,RF
2018-04-23,6,21,2,2018-04-23 06:21:00,RF
2018-04-23,6,22,3,2018-04-23 06:22:00,RF
2018-04-23,6,32,2,2018-04-23 06:32:00,RF
2018-04-23,6,33,3,2018-04-23 06:33:00,RF
2018-04-23,6,42,2,2018-04-23 06:42:00,RF
2018-04-23,6,44,4,2018-04-23 06:44:00,RF
2018-04-23,6,45,2,2018-04-23 06:45:00,RF
2018-04-23,6,52,2,2018-04-23 06:52:00,RF
2018-04-23,6,55,3,2018-04-23 06:55:00,RF
2018-04-23,7,2,3,2018-04-23 07:02:00,RF
2018-04-23,7,6,3,2018-04-23 07:06:00,RF
2018-04-23,7,13,3,2018-04-23 07:13:00,RF
2018-04-23,7,17,4,2018-04-23 07:17:00,RF
2018-04-23,7,23,2,2018-04-23 07:23:00,RF
2018-04-23,7,28,3,2018-04-23 07:28:00,RF
2018-04-23,7,33,2,2018-04-23 07:33:00,RF
2018-04-23,7,39,2,2018-04-23 07:39:00,RF
2018-04-23,7,43,2,2018-04-23 07:43:00,RF
2018-04-23,7,46,3,2018-04-23 07:46:00,RF
2018-04-23,7,49,2,2018-04-23 07:49:00,RF
2018-04-23,7,50,1,2018-04-23 07:50:00,RF
2018-04-23,7,53,2,2018-04-23 07:53:00,RF
2018-04-23,8,0,3,2018-04-23 08:00:00,RF
2018-04-23,8,4,2,2018-04-23 08:04:00,RF
2018-04-23,8,11,2,2018-04-23 08:11:00,RF
2018-04-23,8,14,2,2018-04-23 08:14:00,RF
2018-04-23,8,22,4,2018-04-23 08:22:00,RF
2018-04-23,8,24,2,2018-04-23 08:24:00,RF
2018-04-23,8,33,3,2018-04-23 08:33:00,RF
2018-04-23,8,34,3,2018-04-23 08:34:00,RF
2018-04-23,8,44,3,2018-04-23 08:44:00,RF
2018-04-23,8,45,2,2018-04-23 08:45:00,RF
2018-04-23,8,47,4,2018-04-23 08:47:00,RF
2018-04-23,8,55,5,2018-04-23 08:55:00,RF
2018-04-23,9,5,3,2018-04-23 09:05:00,RF
2018-04-23,9,6,4,2018-04-23 09:06:00,RF
2018-04-23,9,15,2,2018-04-23 09:15:00,RF
2018-04-23,9,17,3,2018-04-23 09:17:00,RF
2018-04-23,9,25,2,2018-04-23 09:25:00,RF
2018-04-23,9,28,3,2018-04-23 09:28:00,RF
2018-04-23,9,36,3,2018-04-23 09:36:00,RF
2018-04-23,9,39,4,2018-04-23 09:39:00,RF
2018-04-23,9,46,2,2018-04-23 09:46:00,RF
2018-04-23,9,49,3,2018-04-23 09:49:00,RF
2018-04-23,9,50,4,2018-04-23 09:50:00,RF
2018-04-23,9,56,2,2018-04-23 09:56:00,RF
2018-04-23,10,1,4,2018-04-23 10:01:00,RF
2018-04-23,10,6,2,2018-04-23 10:06:00,RF
2018-04-23,10,12,3,2018-04-23 10:12:00,RF
2018-04-23,10,16,1,2018-04-23 10:16:00,RF
2018-04-23,10,23,2,2018-04-23 10:23:00,RF
2018-04-23,10,27,2,2018-04-23 10:27:00,RF
2018-04-23,10,34,2,2018-04-23 10:34:00,RF
2018-04-23,10,37,3,2018-04-23 10:37:00,RF
2018-04-23,10,45,3,2018-04-23 10:45:00,RF
2018-04-23,10,47,2,2018-04-23 10:47:00,RF
2018-04-23,10,50,3,2018-04-23 10:50:00,RF
2018-04-23,10,56,3,2018-04-23 10:56:00,RF
2018-04-23,10,57,2,2018-04-23 10:57:00,RF
2018-04-23,11,7,5,2018-04-23 11:07:00,RF
2018-04-23,11,18,5,2018-04-23 11:18:00,RF
2018-04-23,11,28,2,2018-04-23 11:28:00,RF
2018-04-23,11,29,4,2018-04-23 11:29:00,RF
2018-04-23,11,36,4,2018-04-23 11:36:00,RF
2018-04-23,11,37,5,2018-04-23 11:37:00,RF
2018-04-23,11,38,2,2018-04-23 11:38:00,RF
2018-04-23,11,40,3,2018-04-23 11:40:00,RF
2018-04-23,11,48,2,2018-04-23 11:48:00,RF
2018-04-23,11,51,8,2018-04-23 11:51:00,RF
2018-04-23,11,59,2,2018-04-23 11:59:00,RF
2018-04-23,12,2,3,2018-04-23 12:02:00,RF
2018-04-23,12,9,3,2018-04-23 12:09:00,RF
2018-04-23,12,13,3,2018-04-23 12:13:00,RF
2018-04-23,12,15,2,2018-04-23 12:15:00,RF
2018-04-23,12,16,8,2018-04-23 12:16:00,RF
2018-04-23,12,17,3,2018-04-23 12:17:00,RF
2018-04-23,12,19,9,2018-04-23 12:19:00,RF
2018-04-23,12,20,2,2018-04-23 12:20:00,RF
2018-04-23,12,24,3,2018-04-23 12:24:00,RF
2018-04-23,12,29,2,2018-04-23 12:29:00,RF
2018-04-23,12,35,3,2018-04-23 12:35:00,RF
2018-04-23,12,40,2,2018-04-23 12:40:00,RF
2018-04-23,12,46,3,2018-04-23 12:46:00,RF
